id,sentence,label
2514,It is indescribably the most annoying and idiotic show I have ever seen.  ,negative
2515,Everything about it is just bad.  ,negative
2516,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",negative
2517,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",negative
2518,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",negative
2519,Final Word: This Show is a real torture!!  ,negative
2520,It is zillion times away from reality.  ,negative
2521,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,negative
2522,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,negative
2523,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,negative
2524,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",negative
2525,From here on the Widmark character turns unintentionally comical!  ,negative
2526,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,negative
2527,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,negative
2528,Whatever prompted such a documentary is beyond me!  ,negative
2529,(very serious spoilers) this movie was a huge disappointment.  ,negative
2530,there are so many problems i dont know where to start.  ,negative
2531,the cast was great.  ,positive
2532,"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",positive
2533,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,positive
2534,but the movie makes a lot of serious mistakes.  ,negative
2535,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",negative
2536,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,negative
2537,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",negative
2538,there is no real plot.  ,negative
2539,i wouldnt see this movie again for free.  ,negative
2540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,positive
2541,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,positive
2542,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",positive
2543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",positive
2544,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",positive
2545,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,positive
2546,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",negative
2547,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",negative
2548,The original Body and Soul (1947) is a masterpiece.  ,positive
2549,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",positive
2550,I don't think there are any redeeming qualities in this remake.  ,negative
2551,This may be the only bad film he ever made.  ,negative
2552,So bad...well...it's just bad.  ,negative
2553,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",negative
2554,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,negative
2555,I thought it was bad.  ,negative
2556,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",negative
2557,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",negative
2558,The script is a big flawed mess.  ,negative
2559,The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,negative
2560,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",negative
2561,The movie is terribly boring in places.  ,negative
2562,The lighting is awful.  ,negative
2563,The film looks cheap and bland.  ,negative
2564,One of the most disappointing aspects is the lack of notable gore.  ,negative
2565,"This convention never worked well in the past, and certainly doesn't work here.  ",negative
2566,The visual effects were AWFUL.  ,negative
2567,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,negative
2568,"The ""explosion"" of the Gas tanks at the end was just as awful.  ",negative
2569,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",positive
2570,"Gotta love those close-ups of slimy, drooling teeth!  ",positive
2571,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",negative
2572,Not recommended.  ,negative
2573,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",negative
2574,"Aside from it's terrible lead, this film has loads of other debits.  ",negative
2575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",negative
2576,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",negative
2577,The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,positive
2578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",negative
2579,The budget was evidently very limited.  ,negative
2580,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",negative
2581,"However, here there was no decent acting, action or location work to balance things up.  ",negative
2582,Filmiing was less expansive.  ,negative
2583,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,negative
2584,Generally; it just lacked imagination.  ,negative
2585,Not recommended.  ,negative
2586,Is it possible for a movie to get any worse than this?  ,negative
2587,There is no plot here to keep you going in the first place.  ,negative
2588,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",negative
2589,"Beware: this is not a trashy cult movie, this is trash -period!  ",negative
2590,I can't believe there's even a sequel to this!  ,negative
2591,Which is precisely why I am giving it such a bad review!  ,negative
2592,"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",positive
2593,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",positive
2594,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,positive
2595,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",positive
2596,The characters were all funny and had the peculiarity of not having a true lead character.  ,positive
2597,Every single character was hilarious and deserved to be called a lead.  ,positive
2598,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",negative
2599,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",negative
2600,Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,positive
2601,There is simply no excuse for something this poorly done.  ,negative
2602,I saw this movie and I thought this is a stupid movie.  ,negative
2603,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,negative
2604,"To be honest with you, this is unbelievable nonsense and very foolish.  ",negative
2605,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",negative
2606,The story line is just awful!  ,negative
2607,It's just painful!  ,negative
2608,And the accents are absolutely abysmal!  ,negative
2609,There's also enough hypocrisy in this film to make me vomit.  ,negative
2610,Don't waste your time watching this rubbish non-researched film.  ,negative
2611,I believe that Pitch Black was done well.  ,positive
2612,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",positive
2613,Go watch it!  ,positive
2614,Omit watching this.  ,negative
2615,VERY funny!  ,positive
2616,My rating: just 3 out of 10.  ,negative
2617,The characters are interesting and you really care for them.  ,positive
2618,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",positive
2619,Don't miss it.  ,positive
2620,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",positive
2621,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",positive
2622,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",positive
2623,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",positive
2624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,negative
2625,"Regardless, the film fails on most levels.  ",negative
2626,Avoid at all costs.  ,negative
2627,"I saw this film over Christmas, and what a great film it was!  ",positive
2628,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,positive
2629,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,positive
2630,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",positive
2631,But it wasn't until I watched this film that I realised how great he actually was.  ,positive
2632,I'll give this film 10 out of 10!  ,positive
2633,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",negative
2634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",negative
2635,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",positive
2636,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",positive
2637,Nevertheless yet another wonderful film from the great master's stable.  ,positive
2638,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,positive
2639,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,positive
2640,"But it is entertaining, nonetheless.  ",positive
2641,It's a campy sort of film that's a joy to watch.  ,positive
2642,There's barely a boring moment in the film and there are plenty of humorous parts.  ,positive
2643,The cast is always entertaining as usual.  ,positive
2644,"Overall, a delight!  ",positive
2645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",negative
2646,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,negative
2647,The least said about the acting the better.  ,negative
2648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,positive
2649,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,positive
2650,Nothing short of magnificent photography/cinematography in this film.  ,positive
2651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",positive
2652,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,positive
2653,Excellent performance.  ,positive
2654,There still are good actors around!  ,positive
2655,Also great directing and photography.  ,positive
2656,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",positive
2657,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",positive
2658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",positive
2659,"If you love death and decay, and Shakespears lyrics... this is the one.  ",positive
2660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",positive
2661,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",positive
2662,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",positive
2663,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,positive
2664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",negative
2665,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",negative
2666,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",positive
2667,It is not good.  ,negative
2668,"Speaking of the music, it is unbearably predictably and kitchy.  ",negative
2669,Then the film just dropped the ball.  ,negative
2670,This is a stunning movie.  ,positive
2671,Raw and sublimely moving.  ,positive
2672,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",positive
2673,All of the main players are mesmerising.  ,positive
2674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,positive
2675,Julian Fellowes has triumphed again.  ,positive
2676,He's a national treasure.  ,positive
2677,GO AND SEE IT!  ,positive
2678,This is an excellent film.  ,positive
2679,The aerial scenes were well-done.  ,positive
2680,It was also the right balance of war and love.  ,positive
2681,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",positive
2682,Kris Kristoffersen is good in this movie and really makes a difference.  ,positive
2683,A good film by a great director!  ,positive
2684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,positive
2685,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",negative
2686,This is just a great movie.  ,positive
2687,10 out of 10 stars.  ,positive
2688,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,negative
2689,It's so bad it's actually worth seeing just for that reason.  ,negative
2690,Punishment Park is a brilliant piece of cinema.  ,positive
2691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",positive
2692,This is one of Peter Watkins most accessible films.  ,positive
2693,I advise you to look out for it.  ,positive
2694,You wont regret it!  ,positive
2695,Highly recommended A+  ,positive
2696,Well... Just if you keep thinking how bad it is.  ,negative
2697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",negative
2698,It's a case of 'so bad it is laughable'.  ,negative
2699,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",negative
2700,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",negative
2701,How awful she is!  ,negative
2702,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",negative
2703,"The results, well, are a shame.  ",negative
2704,DELETE this film from your mind!  ,negative
2705,One of the worst shows of all time.  ,negative
2706,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,negative
2707,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",negative
2708,Never heard of any of them except Cole who was totally unbelievable in the part.  ,negative
2709,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",negative
2710,The stories were as unbelievable as the actors.  ,negative
2711,Lame would be the best way to describe it.  ,negative
2712,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",positive
2713,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,positive
2714,The attractive set used throughout most of the film is an eye-pleasing gem.  ,positive
2715,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",negative
2716,"The lines, the cuts, the audio, everything is wrong.  ",negative
2717,You can find better movies at youtube.  ,negative
2718,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",negative
2719,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",negative
2720,That's how I'd describe this painfully dreary time-waster of a film.  ,negative
2721,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",negative
2722,"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",negative
2723,"It's an empty, hollow shell of a movie.  ",negative
2724,"Seriously, it's not worth wasting your, or your kid's time on.  ",negative
2725,"Avoid, avoid, avoid!  ",negative
2726,It will drive you barking mad!  ,negative
2727,The transfers are very good.  ,positive
2728,Very nice and relaxing late night viewing.  ,positive
2729,The movie is full of wonderful dancing (hence the title!  ,positive
2730,") some great music, and terrific scenery.  ",positive
2731,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",positive
2732,") a happy, wonderful, feel good ending!  ",positive
2733,"The point is the journey, a journey that touches every member of the family.  ",positive
2734,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,positive
2735,Nothing new there.  ,negative
2736,That was done in the second movie.  ,negative
2737,The movie has almost no action scenes in it and very little comedy.  ,negative
2738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,negative
2739,What on earth is Irons doing in this film?  ,negative
2740,I just saw this film and I recommend it.  ,positive
2741,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",positive
2742,"A very good film indeed, about great and unconditional love.  ",positive
2743,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",positive
2744,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",positive
2745,"Despite the pans of reviewers, I liked this movie.  ",positive
2746,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",positive
2747,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",positive
2748,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",positive
2749,I guess I liked the details of his dysfunction--he was believable.  ,positive
2750,The football scenes at the end were perplexing.  ,negative
2751,But I thought his acting was skilled.  ,positive
2752,Meredith M was better than all right.  ,positive
2753,A very charming film with wonderful sentiment and heart.  ,positive
2754,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,positive
2755,Nine out of ten for a truly lovely film.  ,positive
2756,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,positive
2757,This is one of the best Italian thrillers of the early 70's.  ,positive
2758,A standout scene.  ,positive
2759,This scene is very strong and unpleasant.  ,negative
2760,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",positive
2761,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,positive
2762,The movie was very interesting from beginning to the end.  ,positive
2763,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,positive
2764,This movie is also revealing.  ,positive
2765,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",positive
2766,And it was boring.  ,negative
2767,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",negative
2768,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,positive
2769,"It's a fresh, subtle, and rather sublime effect.  ",positive
2770,"An Italian reviewer called this ""a small, great film,"" and that's right.  ",positive
2771,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",positive
2772,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",positive
2773,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",positive
2774,Also the music by Mark Snow is possibly the best score I've ever heard.  ,positive
2775,You won't forget this movie!  ,positive
2776,Why was this film made?  ,negative
2777,The film has an ultra-cheap look to it.  ,negative
2778,The result is a film that just don't look right.  ,negative
2779,None of them are engaging or exciting.  ,negative
2780,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,negative
2781,The Foreigner is not worth one second of your time.  ,negative
2782,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",positive
2783,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,positive
2784,This movie is so awesome!  ,positive
2785,"I loved it, it was really scary.  ",positive
2786,I love the Scream movies and all horror movies and this one ranks way up there.  ,positive
2787,If you want a real scare rent this one!  ,positive
2788,10/10  ,positive
2789,This is an extraordinary film.  ,positive
2790,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",positive
2791,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",positive
2792,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",positive
2793,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,positive
2794,"Predictable, but not a bad watch.  ",positive
2795,It was clear that she had the range and ability to pull off this part.  ,positive
2796,She carries the movie well.  ,positive
2797,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,positive
2798,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",positive
2799,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",negative
2800,"In fact, this stinker smells like a direct-to-video release.  ",negative
2801,Avoid at ALL costs!  ,negative
2802,Star Trek V The final Frontier is the worst in the series.  ,negative
2803,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",negative
2804,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,negative
2805,The only place good for this film is in the garbage.  ,negative
2806,The worst one of the series.  ,negative
2807,Editing: The editing of this film was phenomenal in my opinion.  ,positive
2808,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",positive
2809,Cinematography: The film was shot in an interesting way.  ,positive
2810,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",positive
2811,This film offers many delights and surprises.  ,positive
2812,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",positive
2813,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,positive
2814,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,positive
2815,But this understated film leaves a lasting impression.  ,positive
2816,The warmth it generates is in contrast to its austere backdrop.  ,positive
2817,You will leave the theater wanting to go out and dance under the stars.  ,positive
2818,"The acting, as you'd expect from this cast, is top notch.  ",positive
2819,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",positive
2820,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",positive
2821,Conclusion - I loved it.  ,positive
2822,It's a long time since I was so entertained by a movie.  ,positive
2823,I struggle to find anything bad to say about it.  ,positive
2824,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",positive
2825,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",positive
2826,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",positive
2827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",positive
2828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,positive
2829,Trumbull on I LOVE LUCY).  ,positive
2830,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,positive
2831,See both films if you can.  ,positive
2832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",positive
2833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",positive
2834,Very disappointed and wondered how it could be in the Oscar shortlist.  ,negative
2835,It's very slow.  ,negative
2836,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,negative
2837,) Don't waste your time.  ,negative
2838,End of Days is one of the worst big-budget action movies I've ever seen.  ,negative
2839,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,negative
2840,This was one of the worst films i have ever seen.  ,negative
2841,I'm still trying to get over how bad it was.  ,negative
2842,This movie is possibly one of the most creative works of horror ever.  ,positive
2843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",positive
2844,""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",positive
2845,"Call me a nut, but I think this is one of the best movies ever.  ",positive
2846,Great character actors Telly Savalas and Peter Boyle.  ,positive
2847,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",negative
2848,Lots of holes in the script.  ,negative
2849,It's like a bad two hour TV movie.  ,negative
2850,Now imagine that every single one of those decisions was made wrong.  ,negative
2851,The dialogue is atrocious.  ,negative
2852,The acting is beyond abysmal.  ,negative
2853,Everything stinks.  ,negative
2854,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",negative
2855,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",negative
2856,"It's dumb and pointless, and a complete waste of time.  ",negative
2857,"In short, don't bother with this movie.  ",negative
2858,"I won't spoil it, but the ending in pretty amazing.  ",positive
2859,"The best scene in the movie is at the end, but I won't spoil it.  ",positive
2860,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",positive
2861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",positive
2862,A film not easily forgotten.  ,positive
2863,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",positive
2864,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,positive
2865,"The characters are interesting, even if a bit predictable.  ",positive
2866,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",positive
2867,Great movie!  ,positive
2868,Also the story and acting were weak.  ,negative
2869,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",negative
2870,"Either way, it sucks.  ",negative
2871,The script is horrendously stupid.  ,negative
2872,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,negative
2873,Everything Captain Howdy says is either laughable or just plain stupid.  ,negative
2874,What the hell kind of crap is that?!  ,negative
2875,"Then, there's the plot holes.  ",negative
2876,You could drive a semi truck into these holes!  ,negative
2877,Linda Cardellini is the only thing good in this film.  ,positive
2878,She's poised and amazing.  ,positive
2879,Dee Snider just plain sucks.  ,negative
2880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",negative
2881,I was bored throughout the whole damn thing.  ,negative
2882,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",negative
2883,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,negative
2884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,negative
2885,A piece of cinematic garbage captured on celluloid.  ,negative
2886,Avoid at any and all costs.  ,negative
2887,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",negative
2888,Avoid this film at all costs.  ,negative
